GlobalAverageWaitingTime,GlobalAverageDockTime,GlobalAverageUnloadingTime,GlobalAverageLoadingTime,GlobalAverageUndockTime,DockingBay0_AverageWaitingTime,DockingBay0_AverageDockTime,DockingBay0_AverageUnloadingTime,DockingBay0_AverageLoadingTime,DockingBay0_AverageUndockTime
847.7777026874292,18871.518601951717,19056.300029445676,18939.267024375837,18952.11092876601,847.7777026874292,18871.518601951717,19056.300029445676,18939.267024375837,18952.11092876601
826.8284625938985,19460.43512366059,19661.85321528687,19840.650968078957,19590.160619964572,826.8284625938985,19460.43512366059,19661.85321528687,19840.650968078957,19590.160619964572
469.1079584741033,19842.017735914476,20011.991438819383,20182.403192344336,20194.22743673743,469.1079584741033,19842.017735914476,20011.991438819383,20182.403192344336,20194.22743673743
1277.8396289016548,18732.896157244406,18930.274239754883,19104.314443687927,18905.226719176793,1277.8396289016548,18732.896157244406,18930.274239754883,19104.314443687927,18905.226719176793
1309.6025034123297,21545.21081295298,21735.019954721105,21682.453405337026,21693.84812812003,1309.6025034123297,21545.21081295298,21735.019954721105,21682.453405337026,21693.84812812003
794.1934785517262,17280.888229665125,17473.801483433675,17351.497874484125,17363.216984915576,794.1934785517262,17280.888229665125,17473.801483433675,17351.497874484125,17363.216984915576
479.5618961734681,18731.48153001822,18924.945505769305,19092.99969447955,18817.184818580692,479.5618961734681,18731.48153001822,18924.945505769305,19092.99969447955,18817.184818580692
375.65180454315504,19723.71228270451,19905.357376732867,20130.264439027193,19678.06021450351,375.65180454315504,19723.71228270451,19905.357376732867,20130.264439027193,19678.06021450351
639.1935400708963,16779.168539290844,16958.283952821068,16838.47613699717,16851.655581501705,639.1935400708963,16779.168539290844,16958.283952821068,16838.47613699717,16851.655581501705
304.7186467520865,19404.04384871374,19597.862853173636,19526.17493123778,19538.55343881708,304.7186467520865,19404.04384871374,19597.862853173636,19526.17493123778,19538.55343881708
413.91457618097786,19046.86563313256,19230.66916427124,19253.369707175214,19264.932620391904,413.91457618097786,19046.86563313256,19230.66916427124,19253.369707175214,19264.932620391904
937.6644235805327,20137.17839222871,20317.045720374623,20503.440328545334,20179.452275949836,937.6644235805327,20137.17839222871,20317.045720374623,20503.440328545334,20179.452275949836
593.0411316948478,19929.58706331809,20115.734440067354,20310.605647596774,19874.166659414666,593.0411316948478,19929.58706331809,20115.734440067354,20310.605647596774,19874.166659414666
631.6889245634865,18801.86902723962,18986.242599990543,18843.839982149733,18857.26784688878,631.6889245634865,18801.86902723962,18986.242599990543,18843.839982149733,18857.26784688878
392.933794202383,18566.110339103903,18767.650109818456,18939.26193171293,18576.646496636884,392.933794202383,18566.110339103903,18767.650109818456,18939.26193171293,18576.646496636884
446.3743526871612,21730.38094117554,21911.411042453063,21813.999952361166,21823.754414854862,446.3743526871612,21730.38094117554,21911.411042453063,21813.999952361166,21823.754414854862
654.7766968182939,21314.193804824125,21494.683790126364,21681.527106786936,21444.864495622136,654.7766968182939,21314.193804824125,21494.683790126364,21681.527106786936,21444.864495622136
594.30184030498,20555.92759961031,20758.40590890629,20811.093185783455,20823.01163692953,594.30184030498,20555.92759961031,20758.40590890629,20811.093185783455,20823.01163692953
