GlobalAverageWaitingTime,GlobalAverageDockTime,GlobalAverageUnloadingTime,GlobalAverageLoadingTime,GlobalAverageUndockTime,GlobalAverageDelayTime,DockingBay0_AverageWaitingTime,DockingBay0_AverageDockTime,DockingBay0_AverageUnloadingTime,DockingBay0_AverageLoadingTime,DockingBay0_AverageUndockTime,DockingBay0_AverageDelayTime
402.76774784634495,18598.08740783244,18137.679321370942,18469.989874489493,18489.538760869647,0.0,402.76774784634495,18598.08740783244,18137.679321370942,18469.989874489493,18489.538760869647,0.0
696.3492123089015,21040.131930331478,21465.788688435623,21410.203769180673,21432.1265791874,0.0,696.3492123089015,21040.131930331478,21465.788688435623,21410.203769180673,21432.1265791874,0.0
624.4529428189287,22521.774342212728,22887.713575307036,23218.822723696063,22937.077537102126,0.0,624.4529428189287,22521.774342212728,22887.713575307036,23218.822723696063,22937.077537102126,0.0
141.54219222899215,20309.85905406527,20710.731274897404,20300.065173795916,20321.644657504512,0.0,141.54219222899215,20309.85905406527,20710.731274897404,20300.065173795916,20321.644657504512,0.0
212.96186369369454,22378.96253747442,22766.902131800103,22660.667263347394,22678.519326727444,0.0,212.96186369369454,22378.96253747442,22766.902131800103,22660.667263347394,22678.519326727444,0.0
332.1310352203575,19424.406691866643,19879.390482419258,20265.135113475513,19828.872649982997,0.0,332.1310352203575,19424.406691866643,19879.390482419258,20265.135113475513,19828.872649982997,0.0
1074.7933258566013,19496.25574409126,19903.286568877895,18490.481423989117,18511.51197472321,0.0,1074.7933258566013,19496.25574409126,19903.286568877895,18490.481423989117,18511.51197472321,0.0
306.66015349581363,20651.98089141286,20990.977979003987,20955.914365021414,20976.388984012916,0.0,306.66015349581363,20651.98089141286,20990.977979003987,20955.914365021414,20976.388984012916,0.0
647.7461039854729,20296.576771653603,20673.842391632727,20664.110437391773,20686.42210842252,0.0,647.7461039854729,20296.576771653603,20673.842391632727,20664.110437391773,20686.42210842252,0.0
358.5982619089937,20446.314036581967,20778.118767807642,20811.440521200504,20832.93388112821,0.0,358.5982619089937,20446.314036581967,20778.118767807642,20811.440521200504,20832.93388112821,0.0
705.311321918004,20881.54260040857,21326.658478706864,21685.197537262644,21099.524074504694,0.0,705.311321918004,20881.54260040857,21326.658478706864,21685.197537262644,21099.524074504694,0.0
640.9170494179003,19897.91507310876,20292.811642206725,20681.769092804792,20231.23610557074,0.0,640.9170494179003,19897.91507310876,20292.811642206725,20681.769092804792,20231.23610557074,0.0
768.1131547225946,23350.74762274626,23766.385727689383,24117.156651394092,23813.202005373678,0.0,768.1131547225946,23350.74762274626,23766.385727689383,24117.156651394092,23813.202005373678,0.0
431.3941186106924,20248.080449577803,20572.219196170827,20548.1274645345,20566.478798748536,0.0,431.3941186106924,20248.080449577803,20572.219196170827,20548.1274645345,20566.478798748536,0.0
503.83818116783027,18865.842026752653,19325.51949226791,19687.972068586787,19273.832614186507,0.0,503.83818116783027,18865.842026752653,19325.51949226791,19687.972068586787,19273.832614186507,0.0
174.08342580744255,18969.915263485662,19390.79728870334,18954.180552311165,18971.718130105215,0.0,174.08342580744255,18969.915263485662,19390.79728870334,18954.180552311165,18971.718130105215,0.0
609.8274463946203,19082.75767062611,19475.452565041447,19848.123178868165,19468.675125730184,0.0,609.8274463946203,19082.75767062611,19475.452565041447,19848.123178868165,19468.675125730184,0.0
369.9050135618139,21518.495705065758,21876.597877560984,21499.544757353116,21516.794345291284,0.0,369.9050135618139,21518.495705065758,21876.597877560984,21499.544757353116,21516.794345291284,0.0
428.65505822865333,20344.593963788244,20774.966089016638,20691.57218051382,20713.1884532725,0.0,428.65505822865333,20344.593963788244,20774.966089016638,20691.57218051382,20713.1884532725,0.0
183.68735055128354,22069.755728045813,22465.092463295867,22834.584670966913,22014.020868335574,0.0,183.68735055128354,22069.755728045813,22465.092463295867,22834.584670966913,22014.020868335574,0.0
621.7126138084328,17455.677060859478,17606.5673025015,17926.872015313493,17946.979722547254,0.0,621.7126138084328,17455.677060859478,17606.5673025015,17926.872015313493,17946.979722547254,0.0
595.8406676639258,19664.468567208078,20069.10770555396,20374.732544506936,20081.335105855513,0.0,595.8406676639258,19664.468567208078,20069.10770555396,20374.732544506936,20081.335105855513,0.0
124.92044843729195,20290.748275707836,20622.199016324626,20362.291849271936,20382.138469651385,0.0,124.92044843729195,20290.748275707836,20622.199016324626,20362.291849271936,20382.138469651385,0.0
327.40739612693557,18996.02833675653,19363.27839351093,19005.078022028963,19023.099363666366,0.0,327.40739612693557,18996.02833675653,19363.27839351093,19005.078022028963,19023.099363666366,0.0
284.66301356398577,19819.374794971773,20263.633712784187,20102.440502268146,20121.24780322005,0.0,284.66301356398577,19819.374794971773,20263.633712784187,20102.440502268146,20121.24780322005,0.0
607.2274689239545,20481.34411033042,20905.903756029464,20717.064418764934,20737.68105459221,0.0,607.2274689239545,20481.34411033042,20905.903756029464,20717.064418764934,20737.68105459221,0.0
221.167018971251,21013.952112460116,21440.578458750784,21822.19333846325,21067.439379270407,0.0,221.167018971251,21013.952112460116,21440.578458750784,21822.19333846325,21067.439379270407,0.0
675.154576509493,22869.810224543045,23208.48626652657,23072.968369118214,23094.827771625587,0.0,675.154576509493,22869.810224543045,23208.48626652657,23072.968369118214,23094.827771625587,0.0
698.7047366263366,21579.406466358745,21958.86079798637,21779.424146194895,21798.583719055776,0.0,698.7047366263366,21579.406466358745,21958.86079798637,21779.424146194895,21798.583719055776,0.0
456.4037977805026,21243.04151357037,21612.05142570512,21374.730290838063,21393.976961934823,0.0,456.4037977805026,21243.04151357037,21612.05142570512,21374.730290838063,21393.976961934823,0.0
508.9769866183574,21440.771457158575,21094.44541214941,21465.456971724303,21486.270404735973,0.0,508.9769866183574,21440.771457158575,21094.44541214941,21465.456971724303,21486.270404735973,0.0
419.4901627713497,18858.731647126056,19312.858463014956,19645.271107562603,19427.600914248964,0.0,419.4901627713497,18858.731647126056,19312.858463014956,19645.271107562603,19427.600914248964,0.0
358.5334341780399,20907.25718308196,21338.42380097893,21639.11010242289,21130.00922217269,0.0,358.5334341780399,20907.25718308196,21338.42380097893,21639.11010242289,21130.00922217269,0.0
267.93385602239414,22399.508460693567,22786.660309671148,23126.993723787706,22758.92331473487,0.0,267.93385602239414,22399.508460693567,22786.660309671148,23126.993723787706,22758.92331473487,0.0
417.2982417243499,21161.477407473452,21533.961088855962,21501.41030960589,21520.090708330194,0.0,417.2982417243499,21161.477407473452,21533.961088855962,21501.41030960589,21520.090708330194,0.0
710.2873032330394,18396.67186430047,18825.07466261625,19199.45484339405,18801.681244211522,0.0,710.2873032330394,18396.67186430047,18825.07466261625,19199.45484339405,18801.681244211522,0.0
627.8052451021439,18314.49431933255,18734.059492256365,17712.989917787363,17733.283680619443,0.0,627.8052451021439,18314.49431933255,18734.059492256365,17712.989917787363,17733.283680619443,0.0
244.0673370198522,18046.785148174953,18477.349860826984,18845.524050956094,18156.882757658343,0.0,244.0673370198522,18046.785148174953,18477.349860826984,18845.524050956094,18156.882757658343,0.0
768.8495920843242,23251.293342875142,23617.21985350833,23452.923524469254,23477.11798998017,0.0,768.8495920843242,23251.293342875142,23617.21985350833,23452.923524469254,23477.11798998017,0.0
287.8511589182564,16888.413058360133,17309.466575158232,17596.109707394677,17152.027937276536,0.0,287.8511589182564,16888.413058360133,17309.466575158232,17596.109707394677,17152.027937276536,0.0
256.87727916616694,15296.664618909323,15716.76834057096,15447.6285383899,15467.134614798828,0.0,256.87727916616694,15296.664618909323,15716.76834057096,15447.6285383899,15467.134614798828,0.0
381.8224526416246,18874.756587991287,19364.75661807766,19265.607479522387,19282.357489491507,0.0,381.8224526416246,18874.756587991287,19364.75661807766,19265.607479522387,19282.357489491507,0.0
539.3103937806665,18468.857728290957,18899.092330318756,18496.97171441898,18514.794980574425,0.0,539.3103937806665,18468.857728290957,18899.092330318756,18496.97171441898,18514.794980574425,0.0
543.6778876456991,20465.787278952015,20887.48474814054,21249.355480464106,20764.004884488902,0.0,543.6778876456991,20465.787278952015,20887.48474814054,21249.355480464106,20764.004884488902,0.0
527.0717575500337,20466.074572098656,20879.039360261886,21270.208712265645,20244.230204223666,0.0,527.0717575500337,20466.074572098656,20879.039360261886,21270.208712265645,20244.230204223666,0.0
305.1201680897979,19897.217354437762,20358.0635231553,20284.030285745477,20303.061193937217,0.0,305.1201680897979,19897.217354437762,20358.0635231553,20284.030285745477,20303.061193937217,0.0
406.268362331202,19480.404145395092,19875.677179373717,20258.383188011896,20028.1177964747,0.0,406.268362331202,19480.404145395092,19875.677179373717,20258.383188011896,20028.1177964747,0.0
181.9875238168272,20127.996092460675,20569.43382029679,20463.431665188135,20483.765384572955,0.0,181.9875238168272,20127.996092460675,20569.43382029679,20463.431665188135,20483.765384572955,0.0
474.11093849946076,20128.940856037636,20593.20173090188,20962.061356167254,20551.97389772484,0.0,474.11093849946076,20128.940856037636,20593.20173090188,20962.061356167254,20551.97389772484,0.0
584.207945350962,19913.78960857632,20419.58037878237,20766.773913933022,20293.907110179698,0.0,584.207945350962,19913.78960857632,20419.58037878237,20766.773913933022,20293.907110179698,0.0
303.5742037196141,19848.173724066888,20214.833831871034,19950.166635543406,19969.50711196949,0.0,303.5742037196141,19848.173724066888,20214.833831871034,19950.166635543406,19969.50711196949,0.0
304.73117078836924,20722.625515628082,21183.257823445583,20972.343160970227,20991.016891706953,0.0,304.73117078836924,20722.625515628082,21183.257823445583,20972.343160970227,20991.016891706953,0.0
659.1955008430226,18996.13127511181,19362.44985174631,19747.76413341111,19186.6634410993,0.0,659.1955008430226,18996.13127511181,19362.44985174631,19747.76413341111,19186.6634410993,0.0
943.5717428822165,18537.130170719694,18944.530906428052,17781.621694805133,17801.415444920527,0.0,943.5717428822165,18537.130170719694,18944.530906428052,17781.621694805133,17801.415444920527,0.0
193.11524001776007,21882.268197283178,22423.23329271138,22173.211483926443,22192.82367178111,0.0,193.11524001776007,21882.268197283178,22423.23329271138,22173.211483926443,22192.82367178111,0.0
534.2833768954688,20390.83421282844,20722.054381489495,21109.906957599058,20601.43667368621,0.0,534.2833768954688,20390.83421282844,20722.054381489495,21109.906957599058,20601.43667368621,0.0
1524.3505270012517,18822.163326487153,19218.005340687134,15428.340704116155,15450.47626670078,0.0,1524.3505270012517,18822.163326487153,19218.005340687134,15428.340704116155,15450.47626670078,0.0
448.5051389653006,20688.56525244103,21132.417341655735,20979.615389039245,20995.726598239602,0.0,448.5051389653006,20688.56525244103,21132.417341655735,20979.615389039245,20995.726598239602,0.0
424.47261113906194,21051.872366017153,21452.048240580025,21819.145129262844,21405.433024888447,0.0,424.47261113906194,21051.872366017153,21452.048240580025,21819.145129262844,21405.433024888447,0.0
701.1764803223309,18915.688922096673,19301.933178909974,19211.336047624365,19230.64588633751,0.0,701.1764803223309,18915.688922096673,19301.933178909974,19211.336047624365,19230.64588633751,0.0
407.43364376706745,20565.843035776114,21028.978266197137,21366.90188376201,20331.82311561841,0.0,407.43364376706745,20565.843035776114,21028.978266197137,21366.90188376201,20331.82311561841,0.0
307.3449063502416,22162.779981826927,22212.19327454852,22568.248947709784,22587.57338534294,0.0,307.3449063502416,22162.779981826927,22212.19327454852,22568.248947709784,22587.57338534294,0.0
348.865120818526,20061.52634049065,20397.792310382596,20742.50551937717,20347.16309198999,0.0,348.865120818526,20061.52634049065,20397.792310382596,20742.50551937717,20347.16309198999,0.0
215.34493770913886,21824.17226946101,22265.264666790343,21981.739536687135,22000.80176025548,0.0,215.34493770913886,21824.17226946101,22265.264666790343,21981.739536687135,22000.80176025548,0.0
321.23716955996815,20404.89486758597,20794.362632634788,21099.40455478101,20418.09306296729,0.0,321.23716955996815,20404.89486758597,20794.362632634788,21099.40455478101,20418.09306296729,0.0
480.2153916317103,20199.54623573627,20605.530006724923,20928.472376611822,20214.382575312273,0.0,480.2153916317103,20199.54623573627,20605.530006724923,20928.472376611822,20214.382575312273,0.0
728.194353895403,18486.071442946068,18901.570622241954,18677.46733053155,18695.33222312789,0.0,728.194353895403,18486.071442946068,18901.570622241954,18677.46733053155,18695.33222312789,0.0
620.8312214234047,20733.672428398506,21145.291029750715,20631.917385701137,20650.552817771808,0.0,620.8312214234047,20733.672428398506,21145.291029750715,20631.917385701137,20650.552817771808,0.0
768.8282759211226,22737.946756707515,23082.167143224902,23056.298517379993,23076.00314026783,0.0,768.8282759211226,22737.946756707515,23082.167143224902,23056.298517379993,23076.00314026783,0.0
307.3957133542914,23045.14627247231,23539.14278869475,23394.694210168367,23412.25068037951,0.0,307.3957133542914,23045.14627247231,23539.14278869475,23394.694210168367,23412.25068037951,0.0
463.13955451688446,21383.764806760715,21729.85968095188,21595.269381230773,21614.05908051772,0.0,463.13955451688446,21383.764806760715,21729.85968095188,21595.269381230773,21614.05908051772,0.0
513.4430228388659,18799.346259319063,19234.199851320092,19601.067341169266,19007.008378579918,0.0,513.4430228388659,18799.346259319063,19234.199851320092,19601.067341169266,19007.008378579918,0.0
238.6522504853407,20217.26236167121,20637.514150284373,20968.4025401666,19960.27264934905,0.0,238.6522504853407,20217.26236167121,20637.514150284373,20968.4025401666,19960.27264934905,0.0
370.0645980367844,20926.25816287854,21294.86512346427,21675.0210432246,20470.827969056805,0.0,370.0645980367844,20926.25816287854,21294.86512346427,21675.0210432246,20470.827969056805,0.0
577.2347498849717,19019.60165788777,19422.568758350688,19562.421725824828,19575.591667137112,0.0,577.2347498849717,19019.60165788777,19422.568758350688,19562.421725824828,19575.591667137112,0.0
274.24766502133775,20213.10314992585,20639.370016875353,20691.341601455424,20713.152868757956,0.0,274.24766502133775,20213.10314992585,20639.370016875353,20691.341601455424,20713.152868757956,0.0
359.5033927515808,20860.320208097208,21294.01813668075,21615.596102394135,21030.288834173425,0.0,359.5033927515808,20860.320208097208,21294.01813668075,21615.596102394135,21030.288834173425,0.0
720.8490766731289,20527.13732589215,20908.97431858092,20581.017172543037,20600.804962341204,0.0,720.8490766731289,20527.13732589215,20908.97431858092,20581.017172543037,20600.804962341204,0.0
312.49209225309767,22405.607596912934,22817.37641341078,22464.55394367331,22480.95580086665,0.0,312.49209225309767,22405.607596912934,22817.37641341078,22464.55394367331,22480.95580086665,0.0
626.3802847836637,20718.638812247587,21204.96074055423,21011.38314942376,21028.937080656473,0.0,626.3802847836637,20718.638812247587,21204.96074055423,21011.38314942376,21028.937080656473,0.0
473.52679874317994,21246.487790847747,21675.98143454931,21683.180539332632,21698.901322181544,0.0,473.52679874317994,21246.487790847747,21675.98143454931,21683.180539332632,21698.901322181544,0.0
434.1829240945473,17654.186790036554,18084.114454165894,18442.572964257273,18196.510814724683,0.0,434.1829240945473,17654.186790036554,18084.114454165894,18442.572964257273,18196.510814724683,0.0
470.44534273232966,22974.657262727367,23419.25777650702,23753.953231152187,23307.611596412677,0.0,470.44534273232966,22974.657262727367,23419.25777650702,23753.953231152187,23307.611596412677,0.0
204.8482335290662,21078.91198322453,21515.96678407106,21362.403293852378,21382.488139497822,0.0,204.8482335290662,21078.91198322453,21515.96678407106,21362.403293852378,21382.488139497822,0.0
468.68823470779677,21149.996200615817,21555.136995734738,21336.16427330558,21353.832440869515,0.0,468.68823470779677,21149.996200615817,21555.136995734738,21336.16427330558,21353.832440869515,0.0
341.55199493297545,19120.03219900803,19603.544181631016,19928.339191233397,19718.86180872971,0.0,341.55199493297545,19120.03219900803,19603.544181631016,19928.339191233397,19718.86180872971,0.0
346.79439611686655,19737.757695436216,20106.584117163435,20435.61903870751,19647.836985124828,0.0,346.79439611686655,19737.757695436216,20106.584117163435,20435.61903870751,19647.836985124828,0.0
273.07122449792183,20231.226437458172,20582.12260139595,20527.6763722146,20547.534985082577,0.0,273.07122449792183,20231.226437458172,20582.12260139595,20527.6763722146,20547.534985082577,0.0
694.1039087454125,20916.73473604907,21334.282836436032,21293.006364791225,21311.255107629324,0.0,694.1039087454125,20916.73473604907,21334.282836436032,21293.006364791225,21311.255107629324,0.0
129.3352247491334,22661.245638373483,23093.214353487227,23409.193333533938,22613.709821604953,0.0,129.3352247491334,22661.245638373483,23093.214353487227,23409.193333533938,22613.709821604953,0.0
396.1607938065037,20567.960067857235,20989.92497839711,21343.032604207165,20712.28139776166,0.0,396.1607938065037,20567.960067857235,20989.92497839711,21343.032604207165,20712.28139776166,0.0
177.92668855810214,21953.742328668362,22331.809062782428,21777.995456943212,21798.632600704757,0.0,177.92668855810214,21953.742328668362,22331.809062782428,21777.995456943212,21798.632600704757,0.0
131.52508801347568,20406.2608815811,20878.58968698833,21254.242698348284,20784.381519639584,0.0,131.52508801347568,20406.2608815811,20878.58968698833,21254.242698348284,20784.381519639584,0.0
381.1015576723988,20506.566125349465,20940.68953418658,20885.27628448789,20908.656515529277,0.0,381.1015576723988,20506.566125349465,20940.68953418658,20885.27628448789,20908.656515529277,0.0
222.5967377576478,21451.272550968784,21832.177489309837,21497.136383150184,21513.725499311644,0.0,222.5967377576478,21451.272550968784,21832.177489309837,21497.136383150184,21513.725499311644,0.0
182.61759741061408,18867.034009961182,19251.652479314744,19192.32980813207,19210.378728622574,0.0,182.61759741061408,18867.034009961182,19251.652479314744,19192.32980813207,19210.378728622574,0.0
507.47217025316354,21258.57346418063,21627.086749289912,20965.298018549565,20988.86088924909,0.0,507.47217025316354,21258.57346418063,21627.086749289912,20965.298018549565,20988.86088924909,0.0
685.3517740833374,21057.302444072262,21511.529409118786,21886.6023462125,21446.12268270247,0.0,685.3517740833374,21057.302444072262,21511.529409118786,21886.6023462125,21446.12268270247,0.0
390.28037672478365,21628.327988128658,22005.91012212393,22408.74155493171,21916.928111136902,0.0,390.28037672478365,21628.327988128658,22005.91012212393,22408.74155493171,21916.928111136902,0.0
117.55601779561738,23667.06319520551,24082.17120649842,23875.13666913522,23892.336004996458,0.0,117.55601779561738,23667.06319520551,24082.17120649842,23875.13666913522,23892.336004996458,0.0
437.46716902157533,18637.5381729471,18997.688179973717,19007.786956698765,19025.95565082568,0.0,437.46716902157533,18637.5381729471,18997.688179973717,19007.786956698765,19025.95565082568,0.0
1081.020118364768,22682.498618907874,23060.035256961168,23024.12517994814,23041.60630850552,0.0,1081.020118364768,22682.498618907874,23060.035256961168,23024.12517994814,23041.60630850552,0.0
675.6893706572888,19335.01491214303,19729.180249617555,19176.172727753186,19193.234724215206,0.0,675.6893706572888,19335.01491214303,19729.180249617555,19176.172727753186,19193.234724215206,0.0
872.7773895977141,20398.493339468725,20772.92423739241,21150.31670007489,20752.752593532463,0.0,872.7773895977141,20398.493339468725,20772.92423739241,21150.31670007489,20752.752593532463,0.0
371.11669621773353,20799.55994798567,21298.73792906421,20781.19396586013,20802.728430652176,0.0,371.11669621773353,20799.55994798567,21298.73792906421,20781.19396586013,20802.728430652176,0.0
649.0612631636586,18689.861306612107,19143.167424723648,18871.878233697847,18894.29646159273,0.0,649.0612631636586,18689.861306612107,19143.167424723648,18871.878233697847,18894.29646159273,0.0
281.5509045957757,20638.566392878067,21073.50486225756,21420.569220081725,21096.914291955523,0.0,281.5509045957757,20638.566392878067,21073.50486225756,21420.569220081725,21096.914291955523,0.0
327.41978030013206,19373.804216039294,19767.955177308886,18638.27141854647,18657.35396775555,0.0,327.41978030013206,19373.804216039294,19767.955177308886,18638.27141854647,18657.35396775555,0.0
694.8668324333153,20440.00058571597,20873.77675690613,21245.82151856708,21262.2311706851,0.0,694.8668324333153,20440.00058571597,20873.77675690613,21245.82151856708,21262.2311706851,0.0
647.4219090423136,21177.527932739762,21582.211190344275,21973.22325192754,21372.04817403393,0.0,647.4219090423136,21177.527932739762,21582.211190344275,21973.22325192754,21372.04817403393,0.0
942.9875786015176,22079.076191647542,22496.676038716814,22835.86929476169,21358.75623037598,0.0,942.9875786015176,22079.076191647542,22496.676038716814,22835.86929476169,21358.75623037598,0.0
679.1796662425967,21001.096626798957,21467.212058310186,21345.702593885057,21365.009331962006,0.0,679.1796662425967,21001.096626798957,21467.212058310186,21345.702593885057,21365.009331962006,0.0
1065.8900364947692,20971.653825560406,21423.405891604536,21404.241690182596,21423.590200507424,0.0,1065.8900364947692,20971.653825560406,21423.405891604536,21404.241690182596,21423.590200507424,0.0
457.5321707861752,22412.60753196753,22804.07351958581,22815.35462667004,22834.286700324486,0.0,457.5321707861752,22412.60753196753,22804.07351958581,22815.35462667004,22834.286700324486,0.0
525.8301729825978,20728.613771461383,21173.46048947325,21536.70153649591,20883.027416894492,0.0,525.8301729825978,20728.613771461383,21173.46048947325,21536.70153649591,20883.027416894492,0.0
375.87892913632646,21954.819728028146,22431.879613704266,22223.57284061666,22240.80897135791,0.0,375.87892913632646,21954.819728028146,22431.879613704266,22223.57284061666,22240.80897135791,0.0
846.5382026900133,22289.23071182222,22707.56224759808,22817.317579136132,22836.933081166368,0.0,846.5382026900133,22289.23071182222,22707.56224759808,22817.317579136132,22836.933081166368,0.0
243.9513072286047,21028.947773289055,21462.7965155461,21142.643861259057,21163.057652568772,0.0,243.9513072286047,21028.947773289055,21462.7965155461,21142.643861259057,21163.057652568772,0.0
776.917872798918,22154.591428817075,22531.59537064511,22580.12758977852,22600.965411105473,0.0,776.917872798918,22154.591428817075,22531.59537064511,22580.12758977852,22600.965411105473,0.0
103.04308494037114,19102.75190112482,19528.33683983733,19911.533165827557,19200.562578027282,0.0,103.04308494037114,19102.75190112482,19528.33683983733,19911.533165827557,19200.562578027282,0.0
379.54187266358053,20819.390085504507,21194.151558628964,21619.803380012483,20981.99799370708,0.0,379.54187266358053,20819.390085504507,21194.151558628964,21619.803380012483,20981.99799370708,0.0
405.1072906260386,20514.60841586406,20900.541273502866,20915.004964795673,20936.101286207268,0.0,405.1072906260386,20514.60841586406,20900.541273502866,20915.004964795673,20936.101286207268,0.0
449.11496735290604,20886.32003283477,21318.121935373343,19363.126320924297,19382.928469116043,0.0,449.11496735290604,20886.32003283477,21318.121935373343,19363.126320924297,19382.928469116043,0.0
340.91389361850304,19081.915265925945,19459.909276899092,18898.667148020264,18918.71141234105,0.0,340.91389361850304,19081.915265925945,19459.909276899092,18898.667148020264,18918.71141234105,0.0
236.94963315837757,19756.41119955626,20252.58342538369,19768.10006063443,19785.713258234424,0.0,236.94963315837757,19756.41119955626,20252.58342538369,19768.10006063443,19785.713258234424,0.0
749.7372700675801,21764.471416867524,22139.663580713892,22468.61456657787,22152.25021673203,0.0,749.7372700675801,21764.471416867524,22139.663580713892,22468.61456657787,22152.25021673203,0.0
