GlobalAverageWaitingTime,GlobalAverageDockTime,GlobalAverageUnloadingTime,GlobalAverageLoadingTime,GlobalAverageUndockTime,DockingBay0_AverageWaitingTime,DockingBay0_AverageDockTime,DockingBay0_AverageUnloadingTime,DockingBay0_AverageLoadingTime,DockingBay0_AverageUndockTime
360.11878178137397,22075.168348544423,22319.58367128932,22629.76686435348,21878.793670986674,360.11878178137397,22075.168348544423,22319.58367128932,22629.76686435348,21878.793670986674
354.38338321668755,22994.267675454368,23267.74490634931,22919.241562904295,22930.439719679638,354.38338321668755,22994.267675454368,23267.74490634931,22919.241562904295,22930.439719679638
232.54046080418493,18988.36000658376,19251.472814918216,19500.709400753065,19213.076534429336,232.54046080418493,18988.36000658376,19251.472814918216,19500.709400753065,19213.076534429336
585.4793491645684,21628.728683130907,21985.150670307834,21947.679741224376,21959.047262740554,585.4793491645684,21628.728683130907,21985.150670307834,21947.679741224376,21959.047262740554
372.1662755133169,22133.650991448707,22420.97706707896,21626.70147769857,21637.118048023247,372.1662755133169,22133.650991448707,22420.97706707896,21626.70147769857,21637.118048023247
294.48836688438115,19551.141770685335,19816.115658844526,20100.866285128246,19844.985270833506,294.48836688438115,19551.141770685335,19816.115658844526,20100.866285128246,19844.985270833506
205.87347540081797,23850.78150509563,24115.378979321813,24362.233231837192,24085.368916606483,205.87347540081797,23850.78150509563,24115.378979321813,24362.233231837192,24085.368916606483
74.50386242182321,21207.679229715406,21444.04512283255,21761.608460751562,20681.24412755299,74.50386242182321,21207.679229715406,21444.04512283255,21761.608460751562,20681.24412755299
639.6405332192691,23365.69577481554,23635.261287145448,23886.552996801718,23638.37729480608,639.6405332192691,23365.69577481554,23635.261287145448,23886.552996801718,23638.37729480608
75.30441643295475,21803.728523092384,22043.58008969396,22287.50535276663,21733.83220852789,75.30441643295475,21803.728523092384,22043.58008969396,22287.50535276663,21733.83220852789
191.15698114938024,22975.782549985335,23193.955652267116,23146.6637380086,23156.84806683219,191.15698114938024,22975.782549985335,23193.955652267116,23146.6637380086,23156.84806683219
250.10423509384745,20532.42748439478,20798.021344199475,20399.83832840992,20413.595227856567,250.10423509384745,20532.42748439478,20798.021344199475,20399.83832840992,20413.595227856567
432.7624895444913,20790.73380907427,21084.295132178235,21083.869361946494,21096.334404481277,432.7624895444913,20790.73380907427,21084.295132178235,21083.869361946494,21096.334404481277
293.08422436934677,18930.565985214456,19224.290111042694,19091.204120946797,19106.889265237318,293.08422436934677,18930.565985214456,19224.290111042694,19091.204120946797,19106.889265237318
331.94728809952596,22775.608140129178,23094.37806588285,22793.572769608993,22808.582345380448,331.94728809952596,22775.608140129178,23094.37806588285,22793.572769608993,22808.582345380448
190.8159505953676,23071.010436066485,23367.614589070505,23601.91045688767,23493.201787750975,190.8159505953676,23071.010436066485,23367.614589070505,23601.91045688767,23493.201787750975
141.97167033654702,21768.495391071898,22027.32525471227,22320.474448329584,22197.020476978378,141.97167033654702,21768.495391071898,22027.32525471227,22320.474448329584,22197.020476978378
316.5385208862194,22241.155370731198,22491.52133573884,22791.269344934495,21565.879769924428,316.5385208862194,22241.155370731198,22491.52133573884,22791.269344934495,21565.879769924428
180.8552068210645,20838.456719420956,21163.581573510182,20997.144829617722,21010.55565812116,180.8552068210645,20838.456719420956,21163.581573510182,20997.144829617722,21010.55565812116
490.46053806783164,22706.263994741556,22962.56531093681,22931.059775736114,22945.82945470493,490.46053806783164,22706.263994741556,22962.56531093681,22931.059775736114,22945.82945470493
159.6129863883124,22363.168018307042,22654.480393926828,22926.137900035934,22347.21536236819,159.6129863883124,22363.168018307042,22654.480393926828,22926.137900035934,22347.21536236819
153.7098107217787,20388.009296750373,20670.702124725518,20903.658730329695,20168.657146104433,153.7098107217787,20388.009296750373,20670.702124725518,20903.658730329695,20168.657146104433
207.68825972591858,21643.625752667158,21893.09064220914,22149.280667540024,21666.291641145268,207.68825972591858,21643.625752667158,21893.09064220914,22149.280667540024,21666.291641145268
245.489116622069,20719.45435225243,20965.310972968316,20683.014827426738,20693.72002528548,245.489116622069,20719.45435225243,20965.310972968316,20683.014827426738,20693.72002528548
243.7558590628275,21283.81110563381,21515.39374282549,21763.47279770554,21478.466332061857,243.7558590628275,21283.81110563381,21515.39374282549,21763.47279770554,21478.466332061857
406.09989301859036,21521.73046347304,21779.29839154919,22041.778945253613,21500.791913250065,406.09989301859036,21521.73046347304,21779.29839154919,22041.778945253613,21500.791913250065
229.6909253409332,20381.965146572576,20699.711138474846,20540.365298015742,20550.811740541227,229.6909253409332,20381.965146572576,20699.711138474846,20540.365298015742,20550.811740541227
118.75451626290204,22552.748234358103,22841.16900814579,23074.77932277214,22520.918824563374,118.75451626290204,22552.748234358103,22841.16900814579,23074.77932277214,22520.918824563374
387.49154509437227,22990.85923748996,23245.787994608065,23509.781049110275,23061.383609735134,387.49154509437227,22990.85923748996,23245.787994608065,23509.781049110275,23061.383609735134
313.3218814511307,18026.533535433893,18365.04042459125,18217.482332804266,18231.090748061124,313.3218814511307,18026.533535433893,18365.04042459125,18217.482332804266,18231.090748061124
432.40427179853174,20801.18515928021,21145.239379600465,21405.831531246717,21084.42174675538,432.40427179853174,20801.18515928021,21145.239379600465,21405.831531246717,21084.42174675538
252.8216294807325,23104.954580854013,23340.074816061475,23601.1584546966,23188.157539462714,252.8216294807325,23104.954580854013,23340.074816061475,23601.1584546966,23188.157539462714
109.98322645014268,20548.344131783768,20065.972262890853,20341.96491443941,20357.127904140205,109.98322645014268,20548.344131783768,20065.972262890853,20341.96491443941,20357.127904140205
133.70550995775247,22295.89411037877,22611.516915413536,22314.852098539053,22330.868893882944,133.70550995775247,22295.89411037877,22611.516915413536,22314.852098539053,22330.868893882944
348.46772854198304,19878.445361320966,20155.277595607327,20117.283674218725,20129.208224350743,348.46772854198304,19878.445361320966,20155.277595607327,20117.283674218725,20129.208224350743
387.5905292684316,19862.114820210183,20143.725297099347,20415.738939537907,19964.46420942518,387.5905292684316,19862.114820210183,20143.725297099347,20415.738939537907,19964.46420942518
215.0996884232745,20551.4009709601,20817.174760137936,20773.411350160284,20788.073636211197,215.0996884232745,20551.4009709601,20817.174760137936,20773.411350160284,20788.073636211197
398.097635799715,21714.6690453015,21690.03832360472,21989.33654310025,22002.84335495719,398.097635799715,21714.6690453015,21690.03832360472,21989.33654310025,22002.84335495719
245.69913954356053,20527.555824109106,20803.769627121,20813.09616165047,20823.212058286586,245.69913954356053,20527.555824109106,20803.769627121,20813.09616165047,20823.212058286586
371.8329857876232,21909.28549660032,22153.241112752537,22156.489822006726,22167.576840562146,371.8329857876232,21909.28549660032,22153.241112752537,22156.489822006726,22167.576840562146
362.2151625048337,22533.35740043221,22819.509139110323,22671.164649754097,22683.81093536037,362.2151625048337,22533.35740043221,22819.509139110323,22671.164649754097,22683.81093536037
568.8317220224048,24134.903224619484,24362.095526833076,24320.106900211224,24332.568342065642,568.8317220224048,24134.903224619484,24362.095526833076,24320.106900211224,24332.568342065642
224.789234168765,22200.729653898434,22506.563452852686,22420.50073942105,22431.90136644838,224.789234168765,22200.729653898434,22506.563452852686,22420.50073942105,22431.90136644838
311.9840592668835,20338.677558657055,20614.49490615842,20880.81102341037,20483.119231139284,311.9840592668835,20338.677558657055,20614.49490615842,20880.81102341037,20483.119231139284
110.10331449600865,20614.10935202625,20841.578753757505,21151.648779676765,20608.352419863804,110.10331449600865,20614.10935202625,20841.578753757505,21151.648779676765,20608.352419863804
192.76036863735632,19705.111422170998,19951.93934937578,20202.390402275454,19954.493750308204,192.76036863735632,19705.111422170998,19951.93934937578,20202.390402275454,19954.493750308204
440.12966987617654,22154.30613490973,22432.835517161915,22307.507677903068,22316.95708246346,440.12966987617654,22154.30613490973,22432.835517161915,22307.507677903068,22316.95708246346
97.77589188795459,20671.230512279817,20916.03737388758,21147.74367714908,20460.42132214305,97.77589188795459,20671.230512279817,20916.03737388758,21147.74367714908,20460.42132214305
251.92488582378297,22537.010135511944,22876.00637131617,22570.391028109134,22581.30590687029,251.92488582378297,22537.010135511944,22876.00637131617,22570.391028109134,22581.30590687029
380.1386226494516,18967.890174497345,19022.416573727918,19291.929758116905,19303.514752761283,380.1386226494516,18967.890174497345,19022.416573727918,19291.929758116905,19303.514752761283
306.53161719131316,19748.83129883899,19976.920989033028,20225.294923721984,20017.34065182556,306.53161719131316,19748.83129883899,19976.920989033028,20225.294923721984,20017.34065182556
49.40150994205868,20208.190182916616,20460.169079831274,20761.85687585333,20772.368289246715,49.40150994205868,20208.190182916616,20460.169079831274,20761.85687585333,20772.368289246715
168.07417271456228,18831.875863500904,19093.770374003794,19347.918832775697,18681.465990393615,168.07417271456228,18831.875863500904,19093.770374003794,19347.918832775697,18681.465990393615
95.46485443175281,19839.3963056355,20083.731104427956,20347.42477987473,20059.526235640395,95.46485443175281,19839.3963056355,20083.731104427956,20347.42477987473,20059.526235640395
212.46737893397145,21095.300787169403,21341.29298678884,21238.570285346683,21250.901138851386,212.46737893397145,21095.300787169403,21341.29298678884,21238.570285346683,21250.901138851386
131.74199386693144,21452.7597201526,21757.93380897382,22012.995142196163,21457.78191707614,131.74199386693144,21452.7597201526,21757.93380897382,22012.995142196163,21457.78191707614
386.59910617261863,22592.75736458326,22893.455276683995,22693.021921741165,22704.300182260962,386.59910617261863,22592.75736458326,22893.455276683995,22693.021921741165,22704.300182260962
360.30482982822497,23263.870043217106,23515.604547722523,23365.402923925067,23381.40569772584,360.30482982822497,23263.870043217106,23515.604547722523,23365.402923925067,23381.40569772584
250.78551371310908,21453.388111086886,21715.194272178207,21561.431256061027,21571.735534156305,250.78551371310908,21453.388111086886,21715.194272178207,21561.431256061027,21571.735534156305
164.85617661691435,21696.892416321913,21960.154958945863,21874.76612072863,21886.329431872222,164.85617661691435,21696.892416321913,21960.154958945863,21874.76612072863,21886.329431872222
175.10829885906506,20803.078292022892,21095.170737856595,20523.938572082447,20538.279900098223,175.10829885906506,20803.078292022892,21095.170737856595,20523.938572082447,20538.279900098223
362.6737898805206,22709.447447816052,22961.54145572041,22863.163894372494,22877.405483564307,362.6737898805206,22709.447447816052,22961.54145572041,22863.163894372494,22877.405483564307
381.9874394342404,22659.706569027036,22896.97866969604,23156.957987917925,22776.48850212156,381.9874394342404,22659.706569027036,22896.97866969604,23156.957987917925,22776.48850212156
307.3000428783902,21740.9893850458,22012.978765818505,21971.46191924154,21984.439714665696,307.3000428783902,21740.9893850458,22012.978765818505,21971.46191924154,21984.439714665696
384.7948127271837,19337.684567481145,19614.835601916802,19577.21099307267,19590.822872759763,384.7948127271837,19337.684567481145,19614.835601916802,19577.21099307267,19590.822872759763
257.9503894705088,22526.603119883355,22866.959007390786,22896.31381533397,22912.719598116175,257.9503894705088,22526.603119883355,22866.959007390786,22896.31381533397,22912.719598116175
183.0770156606676,19733.989344259553,19985.146419985293,20229.512341773323,19731.310346986753,183.0770156606676,19733.989344259553,19985.146419985293,20229.512341773323,19731.310346986753
412.31391855722035,24233.462878356764,24497.015590839816,24785.481690179848,24338.11488441449,412.31391855722035,24233.462878356764,24497.015590839816,24785.481690179848,24338.11488441449
324.99803474366394,17208.953170612152,17526.268273141293,17794.907993077642,17436.113268286146,324.99803474366394,17208.953170612152,17526.268273141293,17794.907993077642,17436.113268286146
366.7384880999646,15734.482359891743,16097.147046514814,15954.834675586788,15965.760028019562,366.7384880999646,15734.482359891743,16097.147046514814,15954.834675586788,15965.760028019562
369.11490075096066,21706.703246836507,21973.08291422005,21713.2155416421,21730.912545180854,369.11490075096066,21706.703246836507,21973.08291422005,21713.2155416421,21730.912545180854
601.8687376151328,18713.19366937122,19049.670736990698,19300.66149890909,18883.146243240673,601.8687376151328,18713.19366937122,19049.670736990698,19300.66149890909,18883.146243240673
499.02492562860556,21999.103405167913,22288.26001756776,22153.249349419853,22163.949151581674,499.02492562860556,21999.103405167913,22288.26001756776,22153.249349419853,22163.949151581674
318.0066024172258,20404.625194681343,20695.616009310615,20964.0616924231,19924.211426128622,318.0066024172258,20404.625194681343,20695.616009310615,20964.0616924231,19924.211426128622
166.4125325650781,19981.556841355687,20209.31887416833,20482.9839846124,20190.664844747578,166.4125325650781,19981.556841355687,20209.31887416833,20482.9839846124,20190.664844747578
222.40916330519005,20651.52329018065,20927.224925825805,19841.19509942003,19854.717543105337,222.40916330519005,20651.52329018065,20927.224925825805,19841.19509942003,19854.717543105337
145.44146516355502,20302.095817333917,20590.961980477587,20870.090535539206,20573.44640944379,145.44146516355502,20302.095817333917,20590.961980477587,20870.090535539206,20573.44640944379
312.65671939489926,21420.137075251303,21709.786157920087,21221.06656667801,21235.396231137925,312.65671939489926,21420.137075251303,21709.786157920087,21221.06656667801,21235.396231137925
375.0911862039604,22643.318520448345,22954.36699573981,22878.351334667284,22891.482268471795,375.0911862039604,22643.318520448345,22954.36699573981,22878.351334667284,22891.482268471795
97.72637052954514,20421.80765428927,20641.733803914914,20885.548838809245,20511.216130978948,97.72637052954514,20421.80765428927,20641.733803914914,20885.548838809245,20511.216130978948
242.45769014364237,22015.563229185656,22256.360033892026,21674.634799840973,21688.768799616486,242.45769014364237,22015.563229185656,22256.360033892026,21674.634799840973,21688.768799616486
551.2730789000746,20293.774236199344,20595.814562987118,20553.774097670765,20564.535842890407,551.2730789000746,20293.774236199344,20595.814562987118,20553.774097670765,20564.535842890407
204.62535418720563,17461.913488446393,17716.1289156296,17974.470484337693,17805.778986452668,204.62535418720563,17461.913488446393,17716.1289156296,17974.470484337693,17805.778986452668
97.70890264631323,22010.176006742393,22342.93223824818,21932.112100182032,21950.693424596644,97.70890264631323,22010.176006742393,22342.93223824818,21932.112100182032,21950.693424596644
226.0482701859211,20069.87377833211,20343.82674748717,20590.665570480436,20078.87604802728,226.0482701859211,20069.87377833211,20343.82674748717,20590.665570480436,20078.87604802728
651.1327697322776,20857.86202962449,21130.558722252583,20909.579061407156,20919.934142017646,651.1327697322776,20857.86202962449,21130.558722252583,20909.579061407156,20919.934142017646
308.1438990955917,21119.827265221193,20968.362681430142,21243.66393696971,21254.1926998488,308.1438990955917,21119.827265221193,20968.362681430142,21243.66393696971,21254.1926998488
291.98216508410974,21311.459795077175,21567.300496990923,21551.111519179998,21564.424182607807,291.98216508410974,21311.459795077175,21567.300496990923,21551.111519179998,21564.424182607807
331.0287876585059,19522.963691306602,19780.280808877462,19578.90182322413,19590.929215241227,331.0287876585059,19522.963691306602,19780.280808877462,19578.90182322413,19590.929215241227
313.54102180959535,22777.77370240184,23009.290805295637,22870.34742713484,22886.19849367399,313.54102180959535,22777.77370240184,23009.290805295637,22870.34742713484,22886.19849367399
137.29723342657286,21950.78490940837,22191.06399806616,22482.03652174206,22087.76000270943,137.29723342657286,21950.78490940837,22191.06399806616,22482.03652174206,22087.76000270943
326.8467243575494,21001.50475531875,21250.301285132286,21254.816846186102,21265.962067664008,326.8467243575494,21001.50475531875,21250.301285132286,21254.816846186102,21265.962067664008
132.77922332504806,21944.63492178179,22283.39993872795,22546.74805442826,22234.824382407252,132.77922332504806,21944.63492178179,22283.39993872795,22546.74805442826,22234.824382407252
174.60030962086316,21005.143055968772,21245.03756866316,21509.958163310403,21235.650844034113,174.60030962086316,21005.143055968772,21245.03756866316,21509.958163310403,21235.650844034113
